3	20	299	10
4	245	2082	736
4	6507	17629	1912


3	20	298	10
4	245	2088	750
4	6507	17638	1989


2	210	421	2
3	166	821	38
4	654	3843	1827


3	20	299	11
4	245	2082	719


3	20	299	12
4	245	2082	714


3	20	299	10
4	245	2082	753


3	20	299	10
4	245	2082	751


3	20	299	10
4	245	2082	727


3	20	299	11
4	245	2082	687


3	20	299	10
4	245	2082	814


3	20	299	11
4	245	2082	712


3	20	299	10
4	245	2082	720


3	20	299	10
4	245	2082	711


3	20	299	10
4	245	2082	706


