156	14	1
124	27	5
104	60	3


156	14	5
124	27	89
104	60	62


156	14	0
124	27	4
104	60	3


156	14	0
124	27	5
104	60	5


156	14	10
124	27	130
104	60	102


156	14	1
124	27	4
104	60	2


156	14	1
124	27	6
104	60	2


156	14	0
124	27	5
104	60	2


156	14	1
124	27	4
104	60	3


132	14	1
116	26	7
100	59	4


156	14	0
124	27	5
104	60	2


