2	78	157	0
3	62	322	7
3	52	479	15


2	78	157	8
3	62	322	99
3	52	479	188


2	78	157	0
3	62	322	6
3	52	479	12


2	78	157	1
3	62	322	7
3	52	479	16


2	78	157	15
3	62	322	161
3	52	479	294


2	78	157	0
3	62	322	7
3	52	479	14


2	78	157	0
3	62	322	9
3	52	479	13


2	78	157	0
3	62	322	8
3	52	479	14


2	78	157	0
3	62	321	7
3	52	475	12


2	66	135	0
3	58	442	9
3	50	671	18


2	78	157	1
3	62	322	7
3	52	479	13


