40	22	17
490	62	209
13014	307	293


40	22	17
490	62	213
13014	307	292


420	22	2
332	43	36
1308	114	235


40	22	18
490	62	211


40	22	17
490	62	217


40	22	17
490	62	213


40	22	16
490	62	227


40	22	15
490	62	203


40	22	17
490	62	203


40	22	15
490	62	260


40	22	16
490	62	202


40	22	17
490	62	203


40	22	18
490	62	210


40	22	16
490	62	203


